Source;Target;Type;Weight
908;793;Direct;1
908;293;Direct;1
908;1160;Direct;1
908;660;Direct;1
908;1054;Direct;1
908;582;Direct;1
908;1229;Direct;1
908;1226;Direct;1
908;337;Direct;1
908;945;Direct;1
908;484;Direct;1
908;1008;Direct;1
908;213;Direct;1
908;375;Direct;1
908;1105;Direct;1
908;1284;Direct;1
908;880;Direct;1
908;557;Direct;1
908;1155;Direct;1
908;875;Direct;1
908;120;Direct;1
908;1023;Direct;1
908;859;Direct;1
908;933;Direct;1
908;11;Direct;1
908;761;Direct;1
908;1183;Direct;1
908;237;Direct;1
908;403;Direct;1
908;1138;Direct;1
908;47;Direct;1
908;638;Direct;1
908;1285;Direct;1
908;105;Direct;1
910;1219;Direct;1
910;763;Direct;1
910;1118;Direct;1
910;221;Direct;1
910;793;Direct;1
910;767;Direct;1
910;582;Direct;1
910;1131;Direct;1
910;660;Direct;1
910;571;Direct;1
910;685;Direct;1
910;885;Direct;1
910;945;Direct;1
910;1069;Direct;1
910;1001;Direct;1
910;372;Direct;1
910;1023;Direct;1
910;337;Direct;1
910;1254;Direct;1
910;600;Direct;1
910;843;Direct;1
910;786;Direct;1
910;116;Direct;1
910;213;Direct;1
910;847;Direct;1
910;835;Direct;1
910;683;Direct;1
910;236;Direct;1
910;452;Direct;1
910;1094;Direct;1
910;1149;Direct;1
910;268;Direct;1
910;896;Direct;1
910;502;Direct;1
912;793;Direct;1
912;1118;Direct;1
912;280;Direct;1
912;582;Direct;1
912;600;Direct;1
912;484;Direct;1
912;911;Direct;1
912;1023;Direct;1
912;727;Direct;1
912;945;Direct;1
912;1266;Direct;1
912;790;Direct;1
912;1071;Direct;1
912;1109;Direct;1
912;337;Direct;1
912;879;Direct;1
912;1249;Direct;1
912;104;Direct;1
912;939;Direct;1
912;1054;Direct;1
928;1301;Direct;1
928;1118;Direct;1
928;1163;Direct;1
928;793;Direct;1
928;660;Direct;1
928;1160;Direct;1
928;1219;Direct;1
928;911;Direct;1
928;1254;Direct;1
928;375;Direct;1
928;945;Direct;1
928;763;Direct;1
928;1178;Direct;1
928;1032;Direct;1
928;1109;Direct;1
928;120;Direct;1
928;479;Direct;1
928;609;Direct;1
928;847;Direct;1
928;1105;Direct;1
928;600;Direct;1
928;275;Direct;1
928;1166;Direct;1
928;62;Direct;1
928;293;Direct;1
928;337;Direct;1
928;446;Direct;1
928;939;Direct;1
928;724;Direct;1
928;571;Direct;1
928;1069;Direct;1
928;1054;Direct;1
928;122;Direct;1
928;310;Direct;1
928;221;Direct;1
928;611;Direct;1
928;1023;Direct;1
928;584;Direct;1
928;839;Direct;1
928;191;Direct;1
928;859;Direct;1
928;1034;Direct;1
928;502;Direct;1
928;350;Direct;1
928;1183;Direct;1
928;252;Direct;1
928;892;Direct;1
928;901;Direct;1
928;484;Direct;1
928;500;Direct;1
928;1291;Direct;1
928;137;Direct;1
928;172;Direct;1
928;82;Direct;1
928;1070;Direct;1
928;562;Direct;1
928;42;Direct;1
928;403;Direct;1
928;1216;Direct;1
928;688;Direct;1
928;1008;Direct;1
928;1056;Direct;1
928;1221;Direct;1
928;1066;Direct;1
928;1277;Direct;1
928;255;Direct;1
928;1258;Direct;1
928;1300;Direct;1
928;835;Direct;1
928;476;Direct;1
928;1090;Direct;1
928;1125;Direct;1
928;1227;Direct;1
928;854;Direct;1
928;582;Direct;1
928;58;Direct;1
928;452;Direct;1
928;933;Direct;1
928;265;Direct;1
928;581;Direct;1
928;6;Direct;1
928;1012;Direct;1
928;59;Direct;1
928;176;Direct;1
928;505;Direct;1
928;761;Direct;1
928;104;Direct;1
928;1290;Direct;1
928;449;Direct;1
928;90;Direct;1
928;344;Direct;1
928;1131;Direct;1
928;1100;Direct;1
928;170;Direct;1
928;1149;Direct;1
928;885;Direct;1
929;793;Direct;1
929;756;Direct;1
929;30;Direct;1
929;1023;Direct;1
929;803;Direct;1
929;763;Direct;1
929;1239;Direct;1
929;609;Direct;1
929;761;Direct;1
929;28;Direct;1
929;588;Direct;1
929;1118;Direct;1
929;1029;Direct;1
930;932;Direct;1
930;793;Direct;1
930;1023;Direct;1
930;337;Direct;1
930;1118;Direct;1
930;1109;Direct;1
930;911;Direct;1
930;573;Direct;1
930;1038;Direct;1
930;859;Direct;1
930;609;Direct;1
930;502;Direct;1
930;1254;Direct;1
930;1029;Direct;1
932;911;Direct;1
932;38;Direct;1
932;793;Direct;1
932;40;Direct;1
932;1118;Direct;1
932;37;Direct;1
932;1119;Direct;1
932;794;Direct;1
932;265;Direct;1
932;222;Direct;1
932;56;Direct;1
932;1023;Direct;1
934;793;Direct;1
934;484;Direct;1
934;1219;Direct;1
934;1023;Direct;1
934;609;Direct;1
934;1105;Direct;1
934;1082;Direct;1
934;221;Direct;1
934;911;Direct;1
943;660;Direct;1
943;911;Direct;1
943;763;Direct;1
943;1118;Direct;1
943;203;Direct;1
943;793;Direct;1
943;78;Direct;1
943;1109;Direct;1
943;609;Direct;1
943;1254;Direct;1
943;206;Direct;1
943;683;Direct;1
943;799;Direct;1
943;1032;Direct;1
943;221;Direct;1
943;945;Direct;1
943;1219;Direct;1
943;685;Direct;1
943;1131;Direct;1
943;1239;Direct;1
943;446;Direct;1
943;600;Direct;1
943;786;Direct;1
943;854;Direct;1
943;337;Direct;1
943;160;Direct;1
943;672;Direct;1
943;1160;Direct;1
943;1163;Direct;1
943;252;Direct;1
943;1226;Direct;1
943;1166;Direct;1
943;795;Direct;1
943;454;Direct;1
943;210;Direct;1
943;843;Direct;1
943;104;Direct;1
943;417;Direct;1
943;240;Direct;1
943;724;Direct;1
943;1053;Direct;1
943;1298;Direct;1
943;879;Direct;1
943;265;Direct;1
943;120;Direct;1
943;1212;Direct;1
943;55;Direct;1
943;372;Direct;1
943;275;Direct;1
943;570;Direct;1
943;582;Direct;1
943;1101;Direct;1
943;502;Direct;1
943;810;Direct;1
951;950;Direct;1
951;1163;Direct;1
951;911;Direct;1
951;1118;Direct;1
951;793;Direct;1
951;1160;Direct;1
951;1054;Direct;1
951;600;Direct;1
951;375;Direct;1
951;1023;Direct;1
951;446;Direct;1
951;134;Direct;1
951;337;Direct;1
951;1254;Direct;1
951;310;Direct;1
951;1008;Direct;1
951;440;Direct;1
951;265;Direct;1
951;511;Direct;1
951;1166;Direct;1
951;104;Direct;1
951;703;Direct;1
951;128;Direct;1
951;1239;Direct;1
951;939;Direct;1
951;1258;Direct;1
951;945;Direct;1
951;1087;Direct;1
951;151;Direct;1
962;961;Direct;1
962;793;Direct;1
962;1023;Direct;1
962;337;Direct;1
962;375;Direct;1
962;1090;Direct;1
962;651;Direct;1
962;582;Direct;1
962;1038;Direct;1
962;964;Direct;1
962;1131;Direct;1
962;1032;Direct;1
962;847;Direct;1
963;961;Direct;1
963;660;Direct;1
963;945;Direct;1
963;614;Direct;1
963;966;Direct;1
963;1118;Direct;1
963;793;Direct;1
963;1023;Direct;1
963;1271;Direct;1
963;703;Direct;1
971;1023;Direct;1
971;571;Direct;1
971;945;Direct;1
971;961;Direct;1
971;1118;Direct;1
971;660;Direct;1
971;609;Direct;1
971;1038;Direct;1
971;221;Direct;1
971;911;Direct;1
980;1221;Direct;1
980;1219;Direct;1
980;982;Direct;1
980;793;Direct;1
980;1118;Direct;1
980;945;Direct;1
980;1254;Direct;1
980;1032;Direct;1
980;1198;Direct;1
980;155;Direct;1
980;68;Direct;1
980;337;Direct;1
980;116;Direct;1
980;835;Direct;1
980;176;Direct;1
980;679;Direct;1
980;1054;Direct;1
980;1109;Direct;1
980;391;Direct;1
980;632;Direct;1
980;619;Direct;1
980;329;Direct;1
980;221;Direct;1
980;775;Direct;1
980;562;Direct;1
980;184;Direct;1
980;1023;Direct;1
980;660;Direct;1
980;767;Direct;1
980;1131;Direct;1
980;1160;Direct;1
980;1101;Direct;1
980;238;Direct;1
980;1094;Direct;1
980;1129;Direct;1
980;445;Direct;1
980;382;Direct;1
980;193;Direct;1
980;1158;Direct;1
980;310;Direct;1
980;1163;Direct;1
980;211;Direct;1
980;1174;Direct;1
980;1175;Direct;1
980;1238;Direct;1
980;571;Direct;1
989;793;Direct;1
989;1118;Direct;1
989;945;Direct;1
989;1254;Direct;1
989;1163;Direct;1
989;337;Direct;1
989;1023;Direct;1
989;1246;Direct;1
989;1219;Direct;1
989;484;Direct;1
989;104;Direct;1
989;660;Direct;1
989;213;Direct;1
989;582;Direct;1
989;933;Direct;1
989;847;Direct;1
989;74;Direct;1
989;592;Direct;1
989;375;Direct;1
989;1109;Direct;1
992;1145;Direct;1
992;793;Direct;1
992;161;Direct;1
992;1032;Direct;1
992;1131;Direct;1
992;683;Direct;1
992;1118;Direct;1
992;1109;Direct;1
992;104;Direct;1
992;1163;Direct;1
992;240;Direct;1
992;1160;Direct;1
992;275;Direct;1
992;660;Direct;1
992;1054;Direct;1
992;1100;Direct;1
992;703;Direct;1
992;939;Direct;1
992;623;Direct;1
992;582;Direct;1
992;446;Direct;1
992;872;Direct;1
992;945;Direct;1
992;502;Direct;1
992;609;Direct;1
992;484;Direct;1
992;1023;Direct;1
992;571;Direct;1
992;375;Direct;1
992;847;Direct;1
992;1221;Direct;1
992;505;Direct;1
992;1183;Direct;1
992;265;Direct;1
992;221;Direct;1
992;292;Direct;1
992;1124;Direct;1
992;1090;Direct;1
998;1040;Direct;1
998;763;Direct;1
998;685;Direct;1
998;1001;Direct;1
998;911;Direct;1
998;793;Direct;1
998;1118;Direct;1
998;683;Direct;1
998;945;Direct;1
998;1219;Direct;1
998;1254;Direct;1
998;1038;Direct;1
998;446;Direct;1
998;1131;Direct;1
998;221;Direct;1
998;600;Direct;1
998;744;Direct;1
998;717;Direct;1
998;337;Direct;1
998;1109;Direct;1
998;265;Direct;1
998;393;Direct;1
998;609;Direct;1
998;275;Direct;1
998;1149;Direct;1
998;1032;Direct;1
998;761;Direct;1
998;484;Direct;1
998;37;Direct;1
998;548;Direct;1
998;1226;Direct;1
998;1250;Direct;1
998;119;Direct;1
998;1163;Direct;1
998;502;Direct;1
998;1029;Direct;1
998;692;Direct;1
998;272;Direct;1
998;312;Direct;1
998;116;Direct;1
998;1160;Direct;1
998;859;Direct;1
998;1205;Direct;1
998;629;Direct;1
998;135;Direct;1
998;1117;Direct;1
998;1227;Direct;1
998;795;Direct;1
998;939;Direct;1
998;560;Direct;1
998;98;Direct;1
998;1023;Direct;1
998;357;Direct;1
998;975;Direct;1
998;112;Direct;1
998;488;Direct;1
998;1256;Direct;1
998;273;Direct;1
998;1100;Direct;1
998;310;Direct;1
998;794;Direct;1
998;1164;Direct;1
998;553;Direct;1
998;176;Direct;1
998;571;Direct;1
998;104;Direct;1
998;1076;Direct;1
998;1097;Direct;1
998;31;Direct;1
998;680;Direct;1
998;111;Direct;1
998;1041;Direct;1
998;889;Direct;1
998;413;Direct;1
998;450;Direct;1
998;863;Direct;1
998;1298;Direct;1
998;608;Direct;1
998;582;Direct;1
998;1002;Direct;1
998;724;Direct;1
998;303;Direct;1
998;213;Direct;1
998;499;Direct;1
998;853;Direct;1
998;1028;Direct;1
998;1069;Direct;1
998;252;Direct;1
998;304;Direct;1
998;745;Direct;1
998;1247;Direct;1
998;185;Direct;1
998;552;Direct;1
998;90;Direct;1
998;1174;Direct;1
998;1175;Direct;1
998;1183;Direct;1
998;546;Direct;1
998;59;Direct;1
998;505;Direct;1
998;969;Direct;1
998;1300;Direct;1
998;300;Direct;1
999;1042;Direct;1
999;763;Direct;1
999;1001;Direct;1
999;685;Direct;1
999;1254;Direct;1
999;793;Direct;1
999;1163;Direct;1
999;1118;Direct;1
999;600;Direct;1
999;221;Direct;1
999;61;Direct;1
999;761;Direct;1
999;945;Direct;1
999;1032;Direct;1
999;835;Direct;1
999;683;Direct;1
999;446;Direct;1
999;452;Direct;1
999;1131;Direct;1
999;717;Direct;1
999;582;Direct;1
999;786;Direct;1
999;660;Direct;1
999;310;Direct;1
999;1227;Direct;1
999;859;Direct;1
999;265;Direct;1
999;1226;Direct;1
999;337;Direct;1
999;571;Direct;1
999;275;Direct;1
999;499;Direct;1
999;105;Direct;1
999;1125;Direct;1
999;375;Direct;1
999;1060;Direct;1
999;885;Direct;1
999;104;Direct;1
999;1183;Direct;1
999;1219;Direct;1
999;1038;Direct;1
999;854;Direct;1
999;789;Direct;1
999;1149;Direct;1
999;213;Direct;1
999;110;Direct;1
999;1105;Direct;1
999;1160;Direct;1
999;1205;Direct;1
999;1204;Direct;1
999;1146;Direct;1
999;109;Direct;1
999;1109;Direct;1
999;392;Direct;1
999;844;Direct;1
999;777;Direct;1
999;939;Direct;1
999;116;Direct;1
999;176;Direct;1
999;609;Direct;1
999;174;Direct;1
999;1175;Direct;1
999;1300;Direct;1
999;1119;Direct;1
999;502;Direct;1
999;642;Direct;1
999;936;Direct;1
999;150;Direct;1
999;653;Direct;1
999;295;Direct;1
999;661;Direct;1
999;1094;Direct;1
999;1068;Direct;1
999;79;Direct;1
999;1021;Direct;1
999;293;Direct;1
999;111;Direct;1
999;843;Direct;1
999;699;Direct;1
999;673;Direct;1
999;195;Direct;1
999;15;Direct;1
999;1202;Direct;1
999;202;Direct;1
999;290;Direct;1
999;935;Direct;1
999;866;Direct;1
999;13;Direct;1
999;1185;Direct;1
999;1158;Direct;1
999;1166;Direct;1
999;515;Direct;1
999;674;Direct;1
999;76;Direct;1
999;923;Direct;1
999;1113;Direct;1
999;1273;Direct;1
999;484;Direct;1
999;563;Direct;1
999;629;Direct;1
999;1298;Direct;1
999;5;Direct;1
999;802;Direct;1
999;702;Direct;1
999;1090;Direct;1
999;122;Direct;1
999;336;Direct;1
999;178;Direct;1
999;794;Direct;1
999;946;Direct;1
999;1289;Direct;1
999;811;Direct;1
999;645;Direct;1
999;316;Direct;1
999;292;Direct;1
999;639;Direct;1
999;16;Direct;1
999;235;Direct;1
999;457;Direct;1
999;712;Direct;1
999;853;Direct;1
999;1028;Direct;1
999;171;Direct;1
999;644;Direct;1
999;619;Direct;1
999;636;Direct;1
999;819;Direct;1
999;1015;Direct;1
999;1207;Direct;1
999;320;Direct;1
999;18;Direct;1
999;973;Direct;1
999;318;Direct;1
999;19;Direct;1
999;448;Direct;1
999;505;Direct;1
999;113;Direct;1
999;350;Direct;1
999;1069;Direct;1
999;1075;Direct;1
999;217;Direct;1
999;904;Direct;1
999;8;Direct;1
999;17;Direct;1
999;50;Direct;1
999;335;Direct;1
999;459;Direct;1
1001;763;Direct;1
1001;1254;Direct;1
1001;793;Direct;1
1001;1118;Direct;1
1001;683;Direct;1
1001;945;Direct;1
1001;600;Direct;1
1001;1109;Direct;1
1001;221;Direct;1
1001;582;Direct;1
1001;1131;Direct;1
1001;1163;Direct;1
1001;685;Direct;1
1001;1160;Direct;1
1001;1032;Direct;1
1001;446;Direct;1
1001;607;Direct;1
1001;786;Direct;1
1001;484;Direct;1
1001;571;Direct;1
1001;337;Direct;1
1001;753;Direct;1
1001;275;Direct;1
1001;109;Direct;1
1001;111;Direct;1
1001;718;Direct;1
1001;108;Direct;1
1001;939;Direct;1
1001;293;Direct;1
1001;609;Direct;1
1001;104;Direct;1
1001;1117;Direct;1
1001;1149;Direct;1
1001;107;Direct;1
1001;1069;Direct;1
1001;502;Direct;1
1001;1300;Direct;1
1001;789;Direct;1
1001;452;Direct;1
1001;835;Direct;1
1001;315;Direct;1
1001;1219;Direct;1
1001;1171;Direct;1
1001;265;Direct;1
1001;988;Direct;1
1001;310;Direct;1
1001;155;Direct;1
1001;1166;Direct;1
1001;1258;Direct;1
1001;667;Direct;1
1001;1105;Direct;1
1001;114;Direct;1
1001;777;Direct;1
1001;819;Direct;1
1001;451;Direct;1
1001;1231;Direct;1
1001;1021;Direct;1
1001;1038;Direct;1
1001;53;Direct;1
1001;766;Direct;1
1001;1121;Direct;1
1001;375;Direct;1
1001;545;Direct;1
1001;800;Direct;1
1001;289;Direct;1
1001;292;Direct;1
1001;269;Direct;1
1001;59;Direct;1
1001;444;Direct;1
1001;483;Direct;1
1001;557;Direct;1
1001;110;Direct;1
1001;147;Direct;1
1001;166;Direct;1
1001;257;Direct;1
1001;752;Direct;1
1001;290;Direct;1
1001;1227;Direct;1
1001;349;Direct;1
1001;476;Direct;1
1001;1112;Direct;1
1001;1140;Direct;1
1001;317;Direct;1
1001;937;Direct;1
1001;746;Direct;1
1001;598;Direct;1
1001;761;Direct;1
1001;361;Direct;1
1001;346;Direct;1
1001;350;Direct;1
1001;751;Direct;1
1001;62;Direct;1
1001;330;Direct;1
1001;859;Direct;1
1001;1018;Direct;1
1001;1154;Direct;1
1001;1183;Direct;1
1001;233;Direct;1
1001;1298;Direct;1
1001;627;Direct;1
1001;666;Direct;1
1001;821;Direct;1
1001;1292;Direct;1
1001;682;Direct;1
1001;370;Direct;1
1001;781;Direct;1
1001;173;Direct;1
1001;505;Direct;1
1001;1172;Direct;1
1001;14;Direct;1
1001;282;Direct;1
1001;1036;Direct;1
1001;695;Direct;1
1001;300;Direct;1
1001;629;Direct;1
1001;635;Direct;1
1001;696;Direct;1
1001;316;Direct;1
919;339;Direct;1
919;1010;Direct;1
919;1118;Direct;1
919;1219;Direct;1
919;945;Direct;1
919;1221;Direct;1
919;1020;Direct;1
919;213;Direct;1
919;793;Direct;1
919;1023;Direct;1
919;705;Direct;1
919;600;Direct;1
919;446;Direct;1
920;1011;Direct;1
920;793;Direct;1
920;1023;Direct;1
920;484;Direct;1
920;331;Direct;1
920;911;Direct;1
920;221;Direct;1
920;945;Direct;1
920;1118;Direct;1
1017;288;Direct;1
1017;911;Direct;1
1017;945;Direct;1
1017;124;Direct;1
1017;1254;Direct;1
1017;881;Direct;1
1017;213;Direct;1
1017;793;Direct;1
1017;1118;Direct;1
1017;1100;Direct;1
1017;34;Direct;1
1017;647;Direct;1
1017;748;Direct;1
1017;1151;Direct;1
1017;52;Direct;1
1017;643;Direct;1
1017;62;Direct;1
1017;1023;Direct;1
1017;1015;Direct;1
1017;310;Direct;1
1017;1072;Direct;1
1024;793;Direct;1
1024;1118;Direct;1
1024;911;Direct;1
1024;843;Direct;1
1024;1254;Direct;1
1024;1109;Direct;1
1024;310;Direct;1
1024;1181;Direct;1
1024;600;Direct;1
1024;1029;Direct;1
1024;582;Direct;1
1024;847;Direct;1
1024;879;Direct;1
1024;859;Direct;1
1024;1023;Direct;1
1024;812;Direct;1
1024;945;Direct;1
1024;337;Direct;1
46;1027;Direct;1
46;685;Direct;1
46;407;Direct;1
46;293;Direct;1
46;1118;Direct;1
46;324;Direct;1
46;945;Direct;1
46;62;Direct;1
46;911;Direct;1
46;793;Direct;1
46;600;Direct;1
46;763;Direct;1
46;446;Direct;1
46;683;Direct;1
46;896;Direct;1
46;904;Direct;1
46;835;Direct;1
46;1254;Direct;1
46;939;Direct;1
46;571;Direct;1
46;484;Direct;1
46;660;Direct;1
46;1109;Direct;1
46;350;Direct;1
46;892;Direct;1
46;176;Direct;1
46;1221;Direct;1
46;1219;Direct;1
46;1160;Direct;1
46;151;Direct;1
46;785;Direct;1
46;346;Direct;1
46;334;Direct;1
46;651;Direct;1
46;649;Direct;1
46;1100;Direct;1
46;1105;Direct;1
46;502;Direct;1
46;688;Direct;1
46;375;Direct;1
46;1280;Direct;1
46;626;Direct;1
46;786;Direct;1
46;847;Direct;1
46;105;Direct;1
46;345;Direct;1
46;774;Direct;1
46;1289;Direct;1
46;60;Direct;1
46;122;Direct;1
46;505;Direct;1
46;221;Direct;1
46;90;Direct;1
46;344;Direct;1
46;1149;Direct;1
46;885;Direct;1
46;61;Direct;1
1035;1219;Direct;1
1035;1118;Direct;1
1035;316;Direct;1
1035;945;Direct;1
1035;1149;Direct;1
1035;793;Direct;1
1035;1109;Direct;1
1035;522;Direct;1
1035;1226;Direct;1
1035;786;Direct;1
1035;1131;Direct;1
1035;1139;Direct;1
1035;346;Direct;1
1035;609;Direct;1
1035;683;Direct;1
1035;1023;Direct;1
1035;337;Direct;1
1035;221;Direct;1
1035;675;Direct;1
1035;1105;Direct;1
1035;213;Direct;1
1035;1213;Direct;1
1045;582;Direct;1
1045;793;Direct;1
1045;1118;Direct;1
1045;660;Direct;1
1045;1219;Direct;1
1045;502;Direct;1
1045;703;Direct;1
1045;1023;Direct;1
1045;1300;Direct;1
1045;1109;Direct;1
1045;961;Direct;1
1045;3;Direct;1
1045;1131;Direct;1
1045;159;Direct;1
1045;715;Direct;1
1045;971;Direct;1
1045;1087;Direct;1
1051;1118;Direct;1
1051;945;Direct;1
1051;1052;Direct;1
1051;213;Direct;1
1051;1023;Direct;1
1051;1021;Direct;1
1053;221;Direct;1
1053;213;Direct;1
1053;1023;Direct;1
1053;446;Direct;1
1053;600;Direct;1
1053;786;Direct;1
1053;945;Direct;1
1053;1118;Direct;1
1053;904;Direct;1
1053;763;Direct;1
1053;911;Direct;1
1058;1057;Direct;1
1058;1178;Direct;1
1058;660;Direct;1
1058;1118;Direct;1
1058;1163;Direct;1
1058;1054;Direct;1
1058;1226;Direct;1
1058;502;Direct;1
1058;939;Direct;1
1058;844;Direct;1
1058;793;Direct;1
1058;337;Direct;1
1058;1023;Direct;1
1058;1035;Direct;1
1058;723;Direct;1
1058;1258;Direct;1
1058;869;Direct;1
1058;1229;Direct;1
1058;683;Direct;1
1058;310;Direct;1
1058;134;Direct;1
1058;505;Direct;1
1058;221;Direct;1
1078;932;Direct;1
1078;793;Direct;1
1078;794;Direct;1
1078;911;Direct;1
1078;1119;Direct;1
1078;946;Direct;1
1078;1118;Direct;1
1078;1164;Direct;1
1078;945;Direct;1
1078;586;Direct;1
1078;763;Direct;1
1078;1131;Direct;1
1078;1163;Direct;1
1078;1032;Direct;1
1078;703;Direct;1
1078;554;Direct;1
1078;337;Direct;1
1078;1184;Direct;1
1078;572;Direct;1
1078;1055;Direct;1
1078;1033;Direct;1
1078;1161;Direct;1
1078;1149;Direct;1
1078;213;Direct;1
1078;376;Direct;1
1078;860;Direct;1
1078;221;Direct;1
1078;835;Direct;1
1078;116;Direct;1
1078;604;Direct;1
1078;913;Direct;1
1078;931;Direct;1
1078;293;Direct;1
1078;420;Direct;1
1078;980;Direct;1
1078;553;Direct;1
1078;1106;Direct;1
1078;1110;Direct;1
1078;123;Direct;1
1078;214;Direct;1
1078;652;Direct;1
1078;764;Direct;1
1078;1219;Direct;1
1078;582;Direct;1
1078;660;Direct;1
1078;1183;Direct;1
1078;1054;Direct;1
1078;478;Direct;1
1078;786;Direct;1
1078;600;Direct;1
1078;1239;Direct;1
1078;1289;Direct;1
1078;446;Direct;1
1078;558;Direct;1
1078;1258;Direct;1
1078;620;Direct;1
1078;1086;Direct;1
1078;1218;Direct;1
1078;927;Direct;1
1078;497;Direct;1
1078;685;Direct;1
1078;1064;Direct;1
1078;326;Direct;1
1078;689;Direct;1
1078;896;Direct;1
1078;496;Direct;1
1078;1079;Direct;1
1078;787;Direct;1
1078;465;Direct;1
1078;845;Direct;1
1078;1299;Direct;1
1078;940;Direct;1
1078;609;Direct;1
1078;1087;Direct;1
1078;1175;Direct;1
1078;892;Direct;1
1078;1270;Direct;1
1078;500;Direct;1
1078;141;Direct;1
1078;583;Direct;1
1078;823;Direct;1
1078;1030;Direct;1
1078;1117;Direct;1
1078;1063;Direct;1
1078;1023;Direct;1
1078;409;Direct;1
1078;1126;Direct;1
1078;1255;Direct;1
1078;610;Direct;1
1078;332;Direct;1
1078;803;Direct;1
1078;1132;Direct;1
1078;1272;Direct;1
1078;1301;Direct;1
1078;375;Direct;1
1078;873;Direct;1
1078;981;Direct;1
1078;1109;Direct;1
1078;294;Direct;1
1078;886;Direct;1
1078;210;Direct;1
1078;350;Direct;1
1078;117;Direct;1
1078;631;Direct;1
1078;571;Direct;1
1078;562;Direct;1
1078;62;Direct;1
1078;1100;Direct;1
1078;1160;Direct;1
1078;476;Direct;1
1078;447;Direct;1
1078;1091;Direct;1
1078;93;Direct;1
1078;311;Direct;1
1078;453;Direct;1
1078;1240;Direct;1
1078;612;Direct;1
1078;1034;Direct;1
1078;275;Direct;1
1078;485;Direct;1
1078;432;Direct;1
1078;684;Direct;1
1078;250;Direct;1
1078;338;Direct;1
1078;789;Direct;1
1078;683;Direct;1
1078;194;Direct;1
1078;1069;Direct;1
1078;314;Direct;1
1078;1259;Direct;1
1078;859;Direct;1
1078;528;Direct;1
1083;911;Direct;1
1083;945;Direct;1
1083;1118;Direct;1
1083;582;Direct;1
1083;1205;Direct;1
1083;1039;Direct;1
1083;1157;Direct;1
1083;793;Direct;1
1083;600;Direct;1
1083;221;Direct;1
1083;265;Direct;1
1083;1023;Direct;1
1083;434;Direct;1
1083;1109;Direct;1
1083;310;Direct;1
1083;859;Direct;1
1104;1103;Direct;1
1104;1118;Direct;1
1104;793;Direct;1
1104;1254;Direct;1
1104;1221;Direct;1
1104;1163;Direct;1
1104;310;Direct;1
1104;703;Direct;1
1104;945;Direct;1
1104;1226;Direct;1
1104;337;Direct;1
1104;660;Direct;1
1104;421;Direct;1
1104;939;Direct;1
1104;1229;Direct;1
1104;275;Direct;1
1104;1023;Direct;1
1104;513;Direct;1
1104;1131;Direct;1
1104;502;Direct;1
1104;582;Direct;1
1104;183;Direct;1
1104;847;Direct;1
1104;221;Direct;1
1104;1219;Direct;1
1104;1149;Direct;1
1104;363;Direct;1
1104;1227;Direct;1
1104;1100;Direct;1
1104;789;Direct;1
1104;1109;Direct;1
1104;835;Direct;1
1117;793;Direct;1
1117;1118;Direct;1
1117;4;Direct;1
1117;433;Direct;1
1117;469;Direct;1
1117;996;Direct;1
1117;1166;Direct;1
1117;1023;Direct;1
1117;81;Direct;1
1117;718;Direct;1
1117;1196;Direct;1
1117;1059;Direct;1
1117;221;Direct;1
1117;278;Direct;1
1117;355;Direct;1
1117;1131;Direct;1
1117;1163;Direct;1
1117;1165;Direct;1
1117;1094;Direct;1
1117;1109;Direct;1
1117;945;Direct;1
1117;1254;Direct;1
1117;582;Direct;1
1117;942;Direct;1
1117;1116;Direct;1
921;793;Direct;1
921;1205;Direct;1
921;1118;Direct;1
921;945;Direct;1
921;133;Direct;1
921;132;Direct;1
921;276;Direct;1
921;277;Direct;1
921;582;Direct;1
921;484;Direct;1
921;446;Direct;1
921;1038;Direct;1
921;847;Direct;1
921;293;Direct;1
921;562;Direct;1
921;1109;Direct;1
921;1226;Direct;1
921;104;Direct;1
921;1298;Direct;1
921;961;Direct;1
41;1118;Direct;1
41;1136;Direct;1
41;793;Direct;1
41;1219;Direct;1
41;660;Direct;1
41;609;Direct;1
41;316;Direct;1
41;945;Direct;1
41;122;Direct;1
41;1163;Direct;1
41;310;Direct;1
41;582;Direct;1
41;213;Direct;1
41;221;Direct;1
41;476;Direct;1
41;847;Direct;1
41;1160;Direct;1
41;135;Direct;1
41;1087;Direct;1
41;1023;Direct;1
41;1100;Direct;1
41;1109;Direct;1
41;104;Direct;1
41;571;Direct;1
41;275;Direct;1
41;939;Direct;1
41;683;Direct;1
41;293;Direct;1
1137;1178;Direct;1
1137;793;Direct;1
1137;660;Direct;1
1137;1118;Direct;1
1137;1180;Direct;1
1137;62;Direct;1
1137;1260;Direct;1
1137;1226;Direct;1
1137;1229;Direct;1
1137;609;Direct;1
1137;337;Direct;1
1137;1220;Direct;1
1137;1179;Direct;1
1137;221;Direct;1
1137;600;Direct;1
1188;1118;Direct;1
1188;793;Direct;1
1188;1219;Direct;1
1188;945;Direct;1
1188;1038;Direct;1
1188;609;Direct;1
1188;571;Direct;1
1188;275;Direct;1
1188;582;Direct;1
1188;265;Direct;1
1188;1254;Direct;1
1188;660;Direct;1
1188;1205;Direct;1
1188;911;Direct;1
1188;446;Direct;1
1188;835;Direct;1
1188;372;Direct;1
1188;1061;Direct;1
1188;187;Direct;1
1188;375;Direct;1
1188;703;Direct;1
1188;1109;Direct;1
